timestamp,left_vph,left_mrd1,right_vph,right_mrd1
0.04471588134765625,50.00999900019995,24.08318915758459,50.48762224545735,25.0
0.8274550437927246,50.00999900019995,24.020824298928627,50.635955604688654,25.0
1.3784537315368652,48.041648597857254,23.021728866442675,49.49747468305833,24.020824298928627
1.7923238277435303,51.0098029794274,25.019992006393608,50.80354318352215,25.0
2.123328685760498,48.010415536631214,23.0,47.67598976424087,24.020824298928627
2.383504867553711,47.01063709417264,23.0,46.52956049652737,23.021728866442675
2.6320648193359375,36.05551275463989,18.110770276274835,36.22154055254967,19.026297590440446
2.8836801052093506,27.073972741361768,13.601470508735444,27.16615541441225,14.035668847618199
3.1573939323425293,23.08679276123039,11.704699910719626,23.08679276123039,12.041594578792296
3.439542770385742,26.076809620810597,13.341664064126334,25.179356624028344,13.038404810405298
3.697813034057617,20.223748416156685,10.770329614269007,21.095023109728988,11.0
3.955018997192383,24.020824298928627,12.649110640673518,25.179356624028344,13.0
4.215901851654053,24.08318915758459,13.601470508735444,25.179356624028344,13.038404810405298
4.4688639640808105,31.064449134018133,16.492422502470642,32.2490309931942,16.0312195418814
4.735879898071289,22.090722034374522,11.704699910719626,23.194827009486403,12.041594578792296
4.989888668060303,32.01562118716424,16.76305461424021,31.25699921617557,16.0
5.251094818115234,18.24828759089466,9.219544457292887,18.24828759089466,8.246211251235321
5.509459972381592,17.11724276862369,8.06225774829855,19.1049731745428,9.055385138137417
5.769967794418335,22.02271554554524,11.40175425099138,23.021728866442675,12.0
6.024541854858398,39.0,20.615528128088304,39.45883931389772,20.0
6.293290853500366,35.0,18.681541692269406,34.36568055487916,17.0
6.566498756408691,29.0,15.297058540778355,29.154759474226502,15.0
6.829166889190674,15.297058540778355,7.280109889280518,15.132745950421556,7.280109889280518
7.082804918289185,14.317821063276353,7.280109889280518,14.142135623730951,6.324555320336759
7.340181827545166,18.110770276274835,9.219544457292887,18.110770276274835,9.848857801796104
7.618967771530151,27.018512172212592,13.601470508735444,28.284271247461902,14.0
7.871691703796387,27.0,13.341664064126334,27.073972741361768,14.035668847618199
8.128509044647217,38.05259518088089,19.235384061671343,37.12142238654117,19.026297590440446
8.414644956588745,44.0,21.095023109728988,42.579337712087536,21.095023109728988
8.676155805587769,47.01063709417264,23.021728866442675,45.39823785126467,22.02271554554524
8.92747974395752,49.01020301937138,24.08318915758459,49.64876634922564,24.020824298928627
9.181504011154175,51.03920062069938,24.0,51.478150704935004,25.019992006393608
9.459797859191895,52.15361924162119,25.019992006393608,52.3450093132096,27.018512172212592
9.731160879135132,50.08991914547278,25.019992006393608,51.478150704935004,26.0
9.985509872436523,38.05259518088089,19.1049731745428,39.20459156782532,20.024984394500787
10.251848936080933,26.019223662515376,13.341664064126334,27.294688127912362,14.0
10.516765832901001,24.08318915758459,12.649110640673518,25.079872407968907,13.038404810405298
10.996543884277344,17.11724276862369,9.486832980505138,17.029386365926403,8.06225774829855
11.32227897644043,20.024984394500787,11.180339887498949,20.024984394500787,10.0
11.739239931106567,18.027756377319946,9.055385138137417,17.029386365926403,9.0
12.012222051620483,19.026297590440446,10.198039027185569,19.026297590440446,10.0
12.291455030441284,33.06055050963308,18.027756377319946,32.14031735997639,16.0
12.56105089187622,23.021728866442675,12.165525060596439,23.08679276123039,11.0
12.929483890533447,20.024984394500787,10.198039027185569,20.024984394500787,10.0
13.253792762756348,19.026297590440446,10.198039027185569,18.027756377319946,9.0
13.629580736160278,28.071337695236398,14.035668847618199,27.294688127912362,13.152946437965905
13.947614908218384,16.0312195418814,8.06225774829855,15.0,8.246211251235321
14.269726037979126,23.08679276123039,12.36931687685298,23.08679276123039,12.041594578792296
14.564299821853638,22.02271554554524,11.045361017187261,19.026297590440446,9.055385138137417
14.864823818206787,25.0,13.038404810405298,24.020824298928627,12.165525060596439
15.156561851501465,29.0,14.035668847618199,28.071337695236398,15.033296378372908
15.534774780273438,31.016124838541646,16.0,29.154759474226502,15.524174696260024
16.67890167236328,37.013511046643494,18.24828759089466,36.124783736376884,19.026297590440446
18.303186893463135,39.05124837953327,19.1049731745428,39.20459156782532,20.024984394500787
19.52552580833435,39.0,19.0,35.35533905932738,18.24828759089466
20.629669904708862,43.04648650006177,22.090722034374522,43.18564576337837,22.02271554554524
21.739306688308716,43.0,21.095023109728988,42.190046219457976,21.213203435596427
22.7146897315979,44.01136216933077,21.02379604162864,43.41658669218482,22.20360331117452
24.013033866882324,43.01162633521314,21.0,43.289721643826724,22.20360331117452
25.2484769821167,48.010415536631214,24.0,47.51841748206689,23.194827009486403
26.270891666412354,46.0,22.02271554554524,46.2709412050371,23.53720459187964
26.928732872009277,44.0,21.095023109728988,43.289721643826724,22.090722034374522
28.62431788444519,48.010415536631214,23.08679276123039,49.49747468305833,25.079872407968907
30.53620195388794,50.00999900019995,24.020824298928627,49.49747468305833,25.079872407968907
31.457503080368042,51.0,25.019992006393608,49.49747468305833,25.179356624028344
32.42030072212219,46.0,22.090722034374522,44.40720662234904,22.090722034374522
33.88187599182129,47.01063709417264,23.0,45.5411901469428,23.08679276123039
35.410703897476196,49.01020301937138,24.020824298928627,47.51841748206689,24.08318915758459
37.337209939956665,53.009433122794285,26.019223662515376,52.61178575186362,26.076809620810597
39.37283778190613,52.009614495783374,25.0,52.61178575186362,26.076809620810597
40.91847491264343,55.036351623268054,27.0,54.589376255824725,27.018512172212592
