timestamp,frame,left_palpebral_height,right_palpebral_height,right_pupil_to_upper,left_pupil_to_upper
0.0,0,98.04590761474952,94.33981132056604,42.716173324004814,48.882913401622105
0.0499999999999999,1,100.0199980003999,94.26027795418386,42.058745409631115,49.86025318446208
0.1166666666666666,3,101.1236866416568,95.63472172804184,45.63472172804184,51.033767496184026
0.1333333333333333,4,99.02019995940222,94.33981132056604,43.095299419290214,49.654219770612286
0.1499999999999999,5,102.00490184299969,93.34345183246651,44.00786629829047,51.75552373739524
0.2166666666666666,7,104.04326023342406,99.32270636667126,47.12117382211851,51.88964099180287
1.2,46,105.00476179678712,105.30432089900204,48.059233773555185,52.3929760449235
1.3166666666666667,51,106.16967551989596,105.47511554864494,50.65723525398196,53.92984397346005
1.4,54,110.04090148667449,113.53413583587978,53.367700009914486,55.80991403484949
1.45,55,105.04284840006956,103.39245620450264,48.030014061836994,52.57380991068994
1.4666666666666663,56,104.00480758118827,103.4842983258813,48.402540910199654,51.53576909180865
1.4833333333333334,57,105.01904589168576,103.39245620450264,48.98657416956086,52.67403657847616
1.5166666666666666,59,115.00434774390054,111.44954015158608,52.24649968912334,57.78546974022067
1.7983333333333331,72,106.1178590059185,105.47511554864494,49.154604187330044,54.03139243349683
2.0316666666666667,80,106.01886624558855,105.57461816175324,48.56584690679634,52.68032483321021
2.0483333333333333,81,107.0420478129973,106.47065323364932,50.15014187233442,53.89131874932405
2.115,83,106.01886624558855,103.31021246711283,47.337004590486714,52.7835396287639
2.131666666666667,84,106.04244433244644,103.4842983258813,48.402540910199654,52.80711771562178
2.1483333333333334,85,108.07404868885035,105.47511554864494,49.689812824719525,54.735507276472006
2.165,86,107.16809226630843,106.6770828247567,51.134306516761434,54.01736320263519
2.2149999999999994,87,113.07077429645558,112.44554237496476,53.751420011648,56.848003108973195
2.231666666666667,88,108.07404868885035,107.46627377926528,50.853554360392636,54.735507276472006
2.2483333333333335,89,105.01904589168576,102.59142264341595,48.18554060847418,51.558780273191125
2.2983333333333333,90,113.017697729161,110.5486318323298,51.854509469013045,56.58189349107115
2.315,91,105.07616285342742,103.58571330062848,48.22327115796284,51.99132509347943
2.3316666666666666,92,108.04165863221463,106.56922632730333,50.52460125049511,53.70934780339014
2.381666666666667,93,108.04165863221463,107.56393447619884,50.55516322124194,53.58984507196671
2.3983333333333334,94,114.109596441316,111.5437134042076,53.82023464556035,57.0745195149192
2.415,95,114.0175425099138,108.77959367454908,51.05611491590183,56.87736400126718
2.4649999999999994,96,112.04017136723776,110.5486318323298,52.30775271808566,56.713866592745546
2.481666666666667,97,108.04165863221463,107.37783756436892,50.36906630941202,54.95682087226665
2.4983333333333335,98,106.04244433244644,105.47511554864494,49.154604187330044,52.80711771562178
2.515,99,107.01868995647442,104.47966309287182,49.397905677190174,53.55842433797978
2.5316666666666663,100,111.07204868912793,111.5437134042076,52.06262397235539,55.99029127344628
2.5483333333333333,101,110.01818031580054,106.38138934982942,49.768669930956776,54.79137522986422
2.565,102,113.017697729161,110.5486318323298,50.77405529681598,55.58948166771608
2.5816666666666666,103,104.04326023342406,104.38869670610896,47.14360958066211,51.69825092021446
2.598333333333333,104,108.07404868885035,105.47511554864494,49.43049047183672,53.92610320612682
2.615,105,108.0185169311262,107.16809226630843,47.70381727703442,54.41814379809661
2.631666666666667,106,112.01785571952357,108.55873986004076,50.03524030644263,55.582051481433716
2.6483333333333334,107,116.03878661895772,114.6298390472568,53.90093324450089,57.82366830764618
2.665,108,111.0180165558726,109.2931836849856,50.47141900557464,55.79121146993629
2.7483333333333335,111,110.01818031580054,108.29589096544709,49.47412628603612,55.42880405997581
2.8983333333333334,116,108.00462953040486,105.17128885774862,46.981942753844,53.41525327458013
2.981666666666667,119,111.07204868912793,109.45775440780794,50.93425485420981,55.74574391463571
2.9983333333333335,120,115.03912377969506,112.44554237496476,53.24250191250202,57.72420425606666
3.065,122,107.01868995647442,105.23307464861035,47.64835445305848,53.55842433797978
3.0983333333333336,124,112.0714058089752,107.22872749408155,48.705227940483425,55.63560157088535
3.1483333333333334,125,106.07544484940895,101.1236866416568,46.09642067286639,53.835613302973044
5.463333333333334,218,114.0175425099138,111.36426715962352,53.12338804537938,56.589326448468874
6.346666666666667,255,111.00450441310927,107.22872749408155,49.94871352760281,54.91528976358863
6.713333333333334,273,106.04244433244644,105.17128885774862,48.55856943887598,53.573405843066816
6.796666666666667,276,113.017697729161,109.37092849564732,51.130049381403175,56.29909407921207
8.463333333333333,342,118.10588469674153,116.43023662262308,55.791964879440954,59.96811728174699
9.028333333333334,366,109.01834707974616,105.30432089900204,48.983809537687144,54.27348430706218
9.045000000000002,367,111.04053313993047,110.4536101718726,52.47947800932962,56.45115688410575
9.111666666666665,369,111.00450441310927,108.37435120913068,50.4002190465877,55.10280497561453
9.478333333333333,383,119.0,115.27792503337317,54.639653290191035,58.79202710603852
9.495000000000001,384,114.0175425099138,112.2853507809456,53.82168685197174,55.96584141511383
9.761666666666665,396,114.03946685248928,111.44954015158608,54.17825589848067,57.153616239177715
9.795000000000002,398,110.01818031580054,106.30145812734648,50.984191383589156,54.116480878305794
10.028333333333332,408,115.0173899895142,111.36426715962352,53.31256606482356,56.7679264726714
10.728333333333333,436,80.02499609497022,75.0066663703967,33.89705678820777,40.21293762018146
11.928333333333333,486,106.04244433244644,100.17983829094555,47.54904882318249,54.25441482755023
12.160000000000002,494,105.04284840006956,104.17293314484334,47.85242178352845,52.69783908685996
12.193333333333333,496,106.16967551989596,104.3072384832424,49.73618388467339,52.70940990140132
12.243333333333334,497,107.07474025184464,103.12128781197411,47.75884566930847,53.316020028982194
12.260000000000002,498,106.07544484940895,105.30432089900204,49.761544591006775,53.12263566991405
12.276666666666667,499,109.2931836849856,107.56393447619884,51.6622350387041,55.83291806649097
12.343333333333334,501,105.07616285342742,101.31633629380802,47.71596316077843,53.28813334853121
12.410000000000002,503,107.16809226630843,102.39628899525609,49.02963273875075,54.39499305847339
12.426666666666668,504,108.07404868885035,104.47966309287182,50.138150416097716,53.944574277952924
12.443333333333333,505,108.07404868885035,103.31021246711283,48.22845505143119,53.944574277952924
12.510000000000002,507,108.00462953040486,105.38500842150178,49.340383344693564,53.875155119507426
12.526666666666667,508,106.00471687618432,106.16967551989596,48.60232366139894,51.87524246528689
12.57666666666667,509,111.00450441310927,108.16653826391968,49.92565914967553,55.10280497561453
12.593333333333334,510,113.017697729161,110.22250223978769,51.281854126622186,55.9475654356399
12.626666666666667,512,109.04127658827184,108.2266141020775,51.21784284712061,53.93229365445242
12.726666666666665,516,112.01785571952357,110.3675676999362,52.878438292716964,55.723983939373284
12.760000000000002,518,113.0,112.36102527122117,52.695289710515965,56.48451539622083
12.776666666666667,519,110.04090148667449,108.29589096544709,51.02460671234168,55.12278061569056
12.793333333333335,520,113.03981599418852,108.37435120913068,51.85886660535151,56.321212344239584
12.81,521,119.03780911962384,117.72000679578642,56.72000679578642,60.00392054704208
13.360000000000001,542,2.23606797749979,1.0,1.0,0.8218544151266947
13.643333333333333,553,88.0056816347672,86.20904824900923,40.60203124504371,43.85820152547897
13.660000000000002,554,90.0,88.2779700718135,41.70544598303343,44.87794330928609
13.743333333333334,557,94.00531899844816,93.1933474020544,43.94905839307388,46.70838463690629
14.176666666666668,577,101.1236866416568,98.32598842625484,46.906147897525074,51.626211958598475
14.226666666666665,578,104.0768946500615,100.40418317978587,48.61615367488967,52.453256653500276
14.260000000000002,580,107.1167587261676,101.1236866416568,46.71780460671503,53.35803850330515
14.32666666666667,582,105.07616285342742,101.31633629380802,47.19609978286878,53.45252485686619
